,Movie_Name,Genre,Runtime,Year,Synopsis,Votes,Gross Amount,Rating,Metascore
1007,Arthur,"Comedy, Romance",110,2011,A drunken playboy stands to lose a wealthy inheritance when he falls for a woman his family doesn't like.,49463,33.04,5.7,36.0
1009,Kal Ho Naa Ho,"Comedy, Drama, Romance",186,2003,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",58927,1.79,8.0,54.0
1010,Starter for 10,"Comedy, Drama, Romance",92,2006,"Set in 1985, working-class student Brian Jackson (McAvoy) navigates his first year at Bristol University.",20920,0.21,6.7,69.0
1012,Prom,"Comedy, Drama, Family",104,2011,A group of teenagers get ready for their high school prom.,14406,10.13,5.4,50.0
1015,Frankie and Johnny,"Comedy, Drama, Romance",118,1991,"Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom.",26941,22.77,6.7,66.0
1016,Prime,"Comedy, Drama, Romance",105,2005,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.",38524,22.83,6.2,58.0
1017,The Little Death,"Comedy, Drama, Romance",96,2014,The secret lives of five suburban couples living in Sydney reveal both the fetishes and the repercussions that come with sharing them.,23944,0.02,7.1,46.0
1020,The Shape of Things,"Comedy, Drama, Romance",96,2003,"A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation.",10588,0.73,6.7,59.0
1021,Liberal Arts,"Comedy, Drama, Romance",97,2012,"When 30-something Jesse returns to his alma mater for a professor's retirement party, he falls for Zibby, a college student, and is faced with a powerful attraction that springs up between them.",34511,0.32,6.7,55.0
1022,Miss You Already,"Comedy, Drama, Romance",112,2015,The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,16089,1.16,6.8,59.0
1027,Just My Luck,"Comedy, Fantasy, Romance",103,2006,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",51479,17.32,5.4,29.0
1029,Sydney White,"Comedy, Drama, Romance",108,2007,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,44234,11.89,6.2,45.0
1030,Celeste & Jesse Forever,"Comedy, Drama, Romance",92,2012,A divorcing couple tries to maintain their friendship while they both pursue other people.,27885,3.09,6.6,59.0
1031,Caveman,"Comedy, Romance",91,1981,A caveman seeks revenge on a much larger competitor for the hand of a beautiful cavewoman.,6686,15.97,5.8,55.0
1034,The Purple Rose of Cairo,"Comedy, Fantasy, Romance",82,1985,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",43926,10.63,7.7,75.0
1035,First Daughter,"Comedy, Drama, Romance",106,2004,The daughter of the U.S. President heads off to college where she falls for a graduate student with a secret.,20159,9.06,5.0,31.0
1039,The Goodbye Girl,"Comedy, Drama, Romance",111,1977,"After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.",11657,102.00,7.4,64.0
1042,Something Wild,"Comedy, Crime, Romance",114,1986,"A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up.",14876,8.36,6.9,73.0
1050,Madea's Family Reunion,"Comedy, Drama, Romance",107,2006,"While planning her family reunion, a pistol-packing grandma must contend with the other dramas on her plate, including the runaway who has been placed under her care, and her love-troubled nieces.",10218,63.26,5.2,45.0
1052,Loser,"Comedy, Romance",98,2000,"A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor.",25652,15.62,5.3,35.0
1055,Jenny's Wedding,"Comedy, Drama, Romance",94,2015,"Jenny's parents and siblings are always trying to set her up with a man when she visits them. What they don't know is that she's already met the right person, her ""roommate"" Kitty, 5 years ago and she wants to marry her and start a family.",9655,0.00,5.5,33.0
1057,Angel-A,"Comedy, Drama, Fantasy",91,2005,A beautiful woman helps an inept scam artist get his game together.,30530,0.20,7.1,48.0
1060,Dream a Little Dream,"Comedy, Drama, Romance",114,1989,An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.,5925,5.55,5.9,32.0
1061,"Run, Fat Boy, Run","Comedy, Romance, Sport",100,2007,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",63963,6.00,6.6,48.0
1062,Barfly,"Comedy, Drama, Romance",100,1987,"Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.",17613,3.22,7.3,70.0
1066,The Big Easy,"Comedy, Crime, Drama",102,1986,A corrupt lieutenant in the homicide division is threatened by the righteous DA while trying to solve a string of mysterious murders.,10920,17.69,6.6,77.0
1071,Last Holiday,"Comedy, Romance",112,2006,"Upon learning of a terminal illness, a shy woman decides to sell off all her possessions and live it up at a posh European hotel.",26552,38.36,6.4,52.0
1079,Miss March,"Comedy, Romance",90,2009,"Eugene believes in no sex before marriage. So DID his girlfriend, Cindi. His BFF loves sex. At Senior Prom, just before sex with Cindi, he falls into a coma. Waking up 4 years later, his Cindi is Miss March in Playboy. Can he get her back?",20199,4.54,5.0,7.0
1083,Whatever It Takes,"Comedy, Drama, Romance",94,2000,A modern-day remake of the Cyrano DeBergerac tale.,9313,8.74,5.5,20.0
1084,Love Ranch,"Biography, Comedy, Drama",117,2010,A drama centered around a married couple who opened the first legal brothel in Nevada.,2785,0.13,5.6,37.0
1087,Are We There Yet?,"Adventure, Comedy, Family",95,2005,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",27466,82.67,4.7,27.0
1091,The Last Kiss,"Comedy, Drama, Romance",104,2006,"Michael'd have a great job, still have his 4 best friends, and be in love with a beautiful girl at 30. He loves Jenna but his life seems predictable until he meets a college girl. It seems that everybody's having relationship problems.",40133,11.60,6.4,57.0
1092,Shag,"Comedy, Drama, Romance",98,1989,"Summer of 1963. Carson is getting married to her boyfriend so her friends Melaina, Pudge and Luanne take her to Myrtle Beach for one last irresponsible weekend.",3585,6.96,6.4,56.0
1104,Bulworth,"Comedy, Drama, Romance",108,1998,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,23929,26.53,6.8,75.0
1107,The Man with Two Brains,"Comedy, Romance, Sci-Fi",93,1983,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.",22832,10.10,6.4,61.0
1108,Down to You,"Comedy, Drama, Romance",91,2000,A young man wins and loses the first serious love of his life. Al Connelly falls in love with the girl of his dreams. After the summer she breaks up with him. As he tries to recover Al goes to desperate measures.,13785,20.04,5.0,13.0
1113,Think Like a Man Too,"Comedy, Romance",106,2014,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",18856,65.18,5.8,38.0
1118,It Runs in the Family,"Comedy, Drama, Romance",109,2003,"This is the story of a dysfunctional New York family, and their attempts to reconcile.",4486,7.38,5.6,44.0
1119,Sex and Death 101,"Comedy, Drama, Fantasy",117,2007,"A guy's life is turned around by an email, which includes the names of everyone he's had sex with and ever will have sex with. His situation gets worse when he encounters a femme fatale (Ryder) who targets men guilty of sex crime.",10375,0.02,6.0,24.0
1124,The Leisure Seeker,"Adventure, Comedy, Drama",112,2017,A runaway couple go on an unforgettable journey in the faithful old RV they call The Leisure Seeker.,5872,3.23,6.7,45.0
1126,Bulletproof Monk,"Action, Comedy, Fantasy",104,2003,"Based on the very underground comic book, a Tibetan monk becomes a mentor to a young street kid whom he can teach to protect a scroll.",46346,23.02,5.5,40.0
1127,The Prince and Me,"Comedy, Family, Romance",111,2004,"At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.",36075,28.18,5.9,47.0
1128,Muppet Treasure Island,"Action, Adventure, Comedy",99,1996,The Muppets' twist on the classic tale.,19619,33.61,7.0,64.0
1132,How Stella Got Her Groove Back,"Comedy, Drama, Romance",124,1998,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to ...",6454,37.67,5.7,56.0
1135,Grumpier Old Men,"Comedy, Romance",101,1995,"John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.",22782,69.87,6.7,46.0
1141,Dear White People,"Comedy, Drama, Romance",108,2014,The lives of four black students at an Ivy League college.,23656,4.40,6.1,79.0
1142,Rugrats in Paris: The Movie,"Animation, Adventure, Comedy",78,2000,"The Rugrats travel to Paris, France, where Chuckie hopes to find a new mother and keep his father from marrying an evil business woman.",10351,76.51,6.1,62.0
1143,The Good Guy,"Comedy, Romance",90,2009,"Calm and quiet Daniel starts on Wall Street. His womanizing colleague, Tommy, encourages him to meet women. He unknowingly meets Tommy's girlfriend, Beth, and ends up in her 5 women book club. Will he find the woman?",8813,0.10,5.8,47.0
1146,Much Ado About Nothing,"Comedy, Drama, Romance",109,2012,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.,15564,4.33,7.1,78.0
1150,Pumpkin,"Comedy, Drama, Romance",113,2002,A sorority girl finds her life falling apart after she develops romantic feelings for a mentally-challenged man.,8217,0.31,6.1,46.0
1155,The Nanny Diaries,"Comedy, Drama, Romance",105,2007,"A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.",54175,25.93,6.2,46.0
1156,Il Postino,"Biography, Comedy, Drama",108,1994,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,31166,21.85,7.7,81.0
1157,Spring Break,"Comedy, Romance",102,1983,"Two sets of two college guys spend a spring break together in Fort Lauderdale, Florida. There they have lots of fun in and out of the sun.",2484,24.07,4.9,17.0
1158,Mr. Woodcock,"Comedy, Romance, Sport",87,2007,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made middle school hell for generations of students.",34120,25.63,5.1,41.0
1159,SLC Punk!,"Comedy, Drama, Music",97,1998,In the early 1980s Stevo and Heroin Bob are the only two dedicated punks in conservative Salt Lake City.,24767,0.30,7.5,50.0
1163,Vamps,"Comedy, Horror, Romance",92,2012,Two female vampires in modern-day New York City are faced with daunting romantic possibilities.,8949,0.00,5.1,57.0
1165,I Give It a Year,"Comedy, Romance",97,2013,"Newlywed couple Nat and Josh are deliriously happy despite their differences, though friends and family aren't convinced that they can last. With their first anniversary approaching and attractive alternatives in the mix, can they last?",34380,0.03,5.7,50.0
1169,Father of the Bride Part II,"Comedy, Family, Romance",106,1995,"George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.",32016,76.59,6.0,49.0
1171,Finding Your Feet,"Comedy, Drama, Music",111,2017,"On the eve of retirement a middle class, judgmental snob discovers her husband has been having an affair with her best friend and is forced into exile with her bohemian sister who lives on an impoverished inner-city council estate.",4460,1.42,6.7,53.0
1173,Soapdish,"Comedy, Romance",97,1991,"An ambitious television soap actress connives with her producer to scuttle the career of the show's long-time star, but nothing works as they plan.",13495,36.49,6.6,65.0
1177,Addicted to Love,"Comedy, Romance",100,1997,"Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.",22494,34.66,6.1,49.0
1178,Mad Dog and Glory,"Comedy, Crime, Drama",97,1993,"After his life is saved by a lonely cop, a mobster who moonlights as a stand-up comedian provides the cop with a beautiful young companion.",19475,11.08,6.2,71.0
1180,Journey to the West,"Action, Adventure, Comedy",110,2013,"Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King.",10949,0.02,6.8,68.0
1181,Gemma Bovery,"Comedy, Drama, Romance",99,2014,"Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only ...",5318,0.19,6.4,58.0
1183,Fame,"Comedy, Drama, Musical",107,2009,An updated version of the musical,15525,22.46,5.0,39.0
1184,Bob & Carol & Ted & Alice,"Comedy, Drama, Romance",105,1969,A light-hearted picture of middle-aged love and friendship.,5387,31.90,6.8,72.0
1187,This Christmas,"Comedy, Drama, Romance",117,2007,A Christmastime drama centered around the Whitfield family's first holiday together in four years.,7745,49.12,6.3,63.0
1189,Cocoon: The Return,"Adventure, Comedy, Mystery",116,1988,"The old age pensioners that left at the end of the first film come back to Earth to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to stay back on Earth?",14586,18.92,5.4,45.0
1191,Win a Date with Tad Hamilton!,"Comedy, Romance",95,2004,"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",25574,17.07,5.6,52.0
1196,Must Love Dogs,"Comedy, Romance",98,2005,"A forty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.",29506,43.89,5.9,46.0
1197,8 Women,"Comedy, Crime, Musical",111,2002,"One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!",27440,3.08,7.1,64.0
1199,Bride & Prejudice,"Comedy, Drama, Musical",122,2004,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.",19224,6.60,6.1,55.0
1202,The Tempest,"Comedy, Drama, Fantasy",110,2010,"Shakespeare's epic play is translated from page to screen, with the gender of the main character, Prospero, changed from male to female.",7157,0.28,5.3,43.0
1203,Happy-Go-Lucky,"Comedy, Drama, Romance",118,2008,"A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.",36302,3.49,7.0,84.0
1204,Chances Are,"Comedy, Fantasy, Romance",108,1989,"A reincarnated man unknowingly falls in love with his own daughter from his previous life. Once he realizes this, he tries to end their relationship before angels erase his memory.",10016,16.28,6.5,62.0
1212,In the Land of Women,"Comedy, Drama, Romance",97,2007,A sleazy writer has a chance to redeem himself when he goes to stay with his grandmother and befriends the neighbors.,30248,11.04,6.4,47.0
1214,Anything Else,"Comedy, Romance",108,2003,"Jerry Falk learns a lesson the hard way when he falls head over heels in love with a beautiful but flighty girl, Amanda.",28530,3.20,6.4,43.0
1215,Let the Sunshine In,"Comedy, Drama, Romance",94,2017,"Isabelle, Parisian artist, divorced mother, is looking for love, true love at last.",4749,0.87,6.0,79.0
1220,My Beautiful Laundrette,"Comedy, Drama, Romance",97,1985,An ambitious Pakistani Briton and his white boyfriend strive for success and hope when they open a glamorous laundromat.,13242,2.45,6.8,75.0
1221,Swimming with Men,"Comedy, Drama, Romance",96,2018,"A man who is suffering a mid-life crisis finds new meaning in his life as part of an all-male, middle-aged, amateur synchronised swimming team.",2704,0.02,6.3,44.0
1222,Easy Virtue,"Comedy, Romance",97,2008,"A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window.",19262,2.66,6.7,58.0
1223,She's Gotta Have It,"Comedy, Romance",84,1986,Story of a woman and her three lovers.,8465,7.14,6.7,79.0
1230,L'auberge espagnole,"Comedy, Drama, Romance",122,2002,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",38021,3.90,7.3,65.0
1233,Jumpin' Jack Flash,"Comedy, Romance, Thriller",105,1986,"A computer wiz woman/W.Goldberg works at a computer terminal in a NYC bank. One day she gets a strange message and breaks the code. Suddenly, she finds herself in the middle of dangerous spy business.",17187,25.59,5.9,52.0
1234,Babes in Toyland,"Comedy, Family, Fantasy",106,1960,"Tom the Piper's Son is about to marry Mary Quite Contrary. On the eve of their wedding, evil miser Barnaby hires two henchmen to drown Tom and steal Mary's sheep, cared for by Little Bo ...",3064,10.22,6.3,55.0
1235,Semi-Tough,"Comedy, Romance, Sport",108,1977,A three-way friendship between two free-spirited professional football players and the owner's daughter becomes compromised when two of them become romantically involved.,2444,37.19,5.9,68.0
1237,The Last Five Years,"Comedy, Drama, Musical",94,2014,A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.,8875,0.14,5.9,60.0
1239,Fathers' Day,"Comedy, Romance",98,1997,A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.,13968,28.66,5.2,43.0
1242,I.Q.,"Comedy, Romance",100,1994,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from Einstein and his friends.",22493,26.37,6.2,66.0
1247,Another Gay Movie,"Comedy, Romance",92,2006,Four gay high school friends make a pact to lose their virginity before they go to college.,8543,0.65,4.9,37.0
1251,Maggie's Plan,"Comedy, Drama, Romance",98,2015,"Maggie wants to have a baby, raising him on her own, but when she gets romantically involved with John, a married man, things get complicated and all the balance of Maggie's plans may collapse.",14675,3.35,6.2,76.0
1253,Someone Like You...,"Comedy, Romance",97,2001,"After being jilted by her boyfriend, a talk show talent scout writes a column on the relationship habits of men which gains her national fame.",22453,27.34,6.1,32.0
1254,Sweet Charity,"Comedy, Drama, Music",149,1969,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her ...",4599,3.43,7.0,53.0
1255,Top Five,"Comedy, Romance",102,2014,A comedian tries to make it as a serious actor when his reality television star fiancée talks him into broadcasting their wedding on her television show.,25003,25.28,6.4,81.0
1257,Cactus Flower,"Comedy, Romance",103,1969,"A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife.",8640,25.89,7.2,67.0
1259,The Romantics,"Comedy, Drama, Romance",95,2010,Seven close friends reunite for the wedding of two of their friends. Problems arise because the bride and the maid of honor have had a long rivalry over the groom.,11190,0.10,5.1,43.0
1260,Kaboom,"Comedy, Mystery, Romance",86,2010,"A sexually ""undeclared"" college freshman's clairvoyant/prophetic dreams are the first sign that something very strange is going on involving his class-mates -- with him at the center.",12007,0.12,5.7,64.0
1263,Life or Something Like It,"Comedy, Romance",103,2002,"A reporter interviews a psychic, who tells her that she's going to die and her life is meaningless.",22196,14.45,5.8,31.0
1267,A Little Bit of Heaven,"Comedy, Drama, Fantasy",106,2011,An irreverent young woman who uses her humor to prevent matters from getting serious has a life-changing visit with her doctor.,26742,0.01,6.3,14.0
1276,The Favor,"Comedy, Romance",97,1994,"Kathy is married to Peter. Now she can't help but wonder how things could have been if she got together with her old boyfriend, Tom. Being married prevents from doing that so she asks her ...",2416,3.13,5.2,51.0
1277,Brassed Off,"Comedy, Drama, Romance",108,1996,"The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band.",17695,2.56,7.1,60.0
1278,Blind Date,"Comedy, Romance",95,1987,"A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster.",19554,39.32,6.0,49.0
1280,Monsoon Wedding,"Comedy, Drama, Romance",114,2001,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",22420,13.88,7.3,77.0
1281,Cyrano de Bergerac,"Comedy, Drama, History",137,1990,"Embarrassed by his large nose, a romantic poet/soldier romances his cousin by proxy.",21117,15.14,7.5,79.0
1284,Godard Mon Amour,"Biography, Comedy, Drama",107,2017,"In 1967, during the making of ""La Chinoise,"" film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.",3793,0.08,6.6,55.0
1287,Sightseers,"Adventure, Comedy, Crime",88,2012,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",25264,0.04,6.5,69.0
1289,A Royal Night Out,"Comedy, Drama, Romance",97,2015,"On V.E. Day in 1945, as peace extends across Europe, Princesses Elizabeth and Margaret are allowed out to join the celebrations. It is a night full of excitement, danger and the first flutters of romance.",8558,0.20,6.5,58.0
1293,Three to Tango,"Comedy, Romance",98,1999,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself.",17749,10.54,6.0,36.0
1301,The Anniversary Party,"Comedy, Drama, Romance",115,2001,Love is complex and relationships deteriorate.,7877,4.01,6.3,56.0
1302,The Truth About Cats & Dogs,"Comedy, Romance",97,1996,A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,24205,34.07,6.2,64.0
1303,200 Cigarettes,"Comedy, Drama, Romance",101,1999,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.",14196,6.85,6.0,33.0
1306,From Justin to Kelly,"Comedy, Musical, Romance",81,2003,"A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.",24507,4.92,2.1,14.0
1308,Two of a Kind,"Comedy, Fantasy, Romance",88,1983,"When God decides to destroy Earth, four angels aim to redeem mankind through a young man and woman with troubles of their own.",3665,23.65,4.7,5.0
1309,Hot Dog... The Movie,"Comedy, Romance, Sport",96,1984,Harkin Banks heads to skiing championships in California. A teen runaway tags along as he parties and competes with friends and foes.,2815,20.31,5.0,39.0
1310,Happy Endings,"Comedy, Drama, Music",128,2005,"Happy Endings weaves multiple stories to create a witty look at love, family and the sheer unpredictability of life itself.",8731,1.31,6.3,57.0
1314,The Importance of Being Earnest,"Comedy, Drama, Romance",97,2002,"In 1890s London, two friends use the same pseudonym (""Ernest"") for their on-the-sly activities. Hilarity ensues.",21242,8.38,6.8,60.0
1317,Cabin Boy,"Adventure, Comedy, Romance",80,1994,A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.,7830,3.66,5.4,21.0
1319,Roll Bounce,"Comedy, Drama, Music",112,2005,"In the summer of 1978, a teenager and his group of friends face new challenges when their neighborhood roller-skating rink closes, forcing them to visit a different rink.",6368,17.38,6.1,59.0
1322,Cuban Fury,"Comedy, Romance, Sport",98,2014,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.",17182,0.09,6.2,52.0
1323,The Meddler,"Comedy, Drama, Romance",103,2015,An aging widow from New York City follows her daughter to Los Angeles in hopes of starting a new life after her husband passes away.,11020,4.27,6.3,68.0
1324,The Science of Sleep,"Comedy, Drama, Fantasy",105,2006,A man entranced by his dreams and imagination is love-struck with a French woman and feels he can show her his world.,66164,4.66,7.3,70.0
1327,The History Boys,"Comedy, Drama, Romance",109,2006,"An unruly class of gifted and charming teenage boys are taught by two eccentric and innovative teachers, as their headmaster pushes for them all to get accepted into Oxford or Cambridge.",19605,2.71,6.8,74.0
1329,Friends with Kids,"Comedy, Drama, Romance",107,2011,"Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships.",39643,7.25,6.1,55.0
1335,Slackers,"Comedy, Romance",86,2002,"When geeky Ethan discovers three fellow students scamming the examination system, he blackmails them to win over the college's most popular girl.",13417,4.81,5.4,12.0
1349,Latter Days,"Comedy, Drama, Romance",107,2003,"A promiscuous gay party animal falls for a young Mormon missionary, leading to crisis, cliché, and catastrophe.",16357,0.82,7.0,45.0
1350,New in Town,"Comedy, Romance",97,2009,A Miami businesswoman adjusts to her new life in a tiny Minnesota town.,20550,16.73,5.6,29.0
1355,Big Stone Gap,"Comedy, Romance",103,2014,"In a small town nestled in the Appalachian Mountains of Virginia, self-proclaimed spinster Ave Maria Mulligan finds her life shaken up and forever changed after learning a long-buried family secret.",2243,1.01,5.6,39.0
1356,The Heavenly Kid,"Comedy, Fantasy, Romance",90,1985,"A hip guardian angel named Bobby Fantana, who died in a car race in the 60s, reluctantly agrees to watch over lonely 80s high schooler Lenny Barnes who needs guidance on how to become cool.",3864,3.85,6.4,30.0
1357,Solitary Man,"Comedy, Drama, Romance",90,2009,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,15111,4.36,6.3,69.0
1361,Man of the Year,"Comedy, Drama, Romance",115,2006,"A comedian who hosts a news satire program decides to run for president, and a computerized voting machine malfunction gets him elected.",30783,37.44,6.2,39.0
1369,Henry's Crime,"Comedy, Crime, Drama",108,2010,"Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing.",18080,0.10,6.0,49.0
1370,Guess Who,"Comedy, Romance",105,2005,"A young woman, Theresa, brings her boyfriend, Simon, home to meet her parents and surprise them with the news of their engagement. Another surprise: Simon is white.",38556,68.92,5.9,49.0
1371,Band Aid,"Comedy, Drama, Music",91,2017,A couple who can't stop fighting embark on a last-ditch effort to save their marriage: turning their fights into songs and starting a band.,4744,0.24,6.6,67.0
1373,Shirley Valentine,"Comedy, Drama, Romance",108,1989,"Shirley's a middle-aged Liverpool housewife, who finds herself talking to the wall while she prepares her husband's chip'n'egg, wondering what happened to her life. She compares scenes in ...",6433,6.35,7.2,52.0
1375,A Guy Thing,"Comedy, Romance",101,2003,A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,16039,15.41,5.6,27.0
1381,Van Wilder 2: The Rise of Taj,"Comedy, Romance",97,2006,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",21562,4.26,4.9,21.0
1384,The Other Sister,"Comedy, Drama, Romance",129,1999,A mentally challenged young woman seeks independence by obtaining her own apartment and attending college while her family plans her sister's wedding.,11478,27.80,6.5,28.0
1385,Tumbledown,"Comedy, Music, Romance",105,2015,"A young woman struggles to move on with her life after the death of her husband, an acclaimed folk singer, when a brash New York writer forces her to confront her loss and the ambiguous circumstances of his death.",6123,0.14,6.2,60.0
1390,My Life in Ruins,"Comedy, Romance",95,2009,A travel guide rediscovers her romantic side on a trip around Greece.,17595,8.66,5.9,34.0
1394,The Oh in Ohio,"Comedy, Drama, Romance",88,2006,Priscilla Chase is a woman who has never had an orgasm.,5873,0.42,5.5,48.0
1397,Deliver Us from Eva,"Comedy, Drama, Romance",105,2003,Eva doesn't let her 3 sisters' men push them around. She's always butting in. How to pacify Eva? Find her a man. The men pay a playboy to be that man. The problem is - he falls in love with Eva.,6172,17.33,6.0,46.0
1402,The Myth of the American Sleepover,"Comedy, Drama, Romance",96,2010,Four young people navigate the suburban wonderland of metro-Detroit looking for love and adventure on the last weekend of summer.,3587,0.04,6.3,67.0
1404,Little Black Book,"Comedy, Romance, Drama",107,2004,"A woman snoops through her boyfriend's palm pilot and reveals his former girlfriends, which causes her to question why they're still listed in his little black book.",16776,20.42,5.3,36.0
1405,Satisfaction,"Comedy, Music, Romance",92,1988,"A group of teenagers have a band, Mystery, with Jennie as the lead singer. They go to a bar at the coast and play during the summer. Jennie falls in love with the owner of the bar, Martin. ...",3211,8.25,4.9,44.0
1407,Over Her Dead Body,"Comedy, Fantasy, Romance",95,2008,A ghost tries to sabotage her former boyfriend's current relationship with a psychic.,23221,7.56,5.2,30.0
1409,For Keeps?,"Comedy, Drama, Romance",90,1988,"After she gets pregnant, a teenage girl must decide whether she should keep the baby or not.",3998,17.51,5.9,41.0
1411,The Stunt Man,"Action, Comedy, Drama",131,1980,"A fugitive stumbles on a movie set just when they need a new stunt man, takes the job as a way to hide out and falls for the leading lady.",8163,7.06,7.1,77.0
1412,And So It Goes,"Comedy, Drama, Romance",94,2014,A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,11835,15.16,5.8,38.0
